date,state,district,pincode,age_0_5,age_5_17,age_18_greater
02-09-2025,Karnataka,"Haveri *",581115,2,1,0
02-09-2025,Karnataka,Kalaburagi,585102,7,0,0
02-09-2025,Karnataka,Kalaburagi,585228,6,0,0
02-09-2025,Karnataka,Kalaburagi,585265,1,3,0
02-09-2025,Karnataka,Kalaburagi,585301,2,2,0
02-09-2025,Karnataka,Kalaburagi,585303,1,0,0
02-09-2025,Karnataka,Kalaburagi,585307,1,0,0
02-09-2025,Karnataka,Kalaburagi,585325,2,1,0
02-09-2025,Karnataka,Kodagu,571201,3,0,1
02-09-2025,Karnataka,Kodagu,571214,1,0,0
02-09-2025,Karnataka,Kolar,563114,3,1,1
02-09-2025,Karnataka,Kolar,563122,2,0,0
02-09-2025,Karnataka,Kolar,563130,6,3,0
02-09-2025,Karnataka,Kolar,563136,4,0,0
02-09-2025,Karnataka,Kolar,563162,3,0,0
02-09-2025,Karnataka,Koppal,583226,6,0,0
02-09-2025,Karnataka,Koppal,583232,6,2,0
02-09-2025,Karnataka,Koppal,583279,6,0,0
02-09-2025,Karnataka,Koppal,583283,3,2,0
02-09-2025,Karnataka,Mandya,571419,1,0,0
02-09-2025,Karnataka,Mandya,571421,2,0,0
02-09-2025,Karnataka,Mandya,571428,1,0,0
02-09-2025,Karnataka,Mandya,571446,1,0,0
02-09-2025,Karnataka,Mandya,571455,1,0,0
02-09-2025,Karnataka,Mandya,571463,1,0,0
02-09-2025,Karnataka,Mandya,571807,1,0,0
02-09-2025,Karnataka,Mandya,571811,2,0,0
02-09-2025,Karnataka,Mysore,570016,1,0,0
02-09-2025,Karnataka,Mysore,571114,0,1,0
02-09-2025,Karnataka,Mysore,571124,2,0,0
02-09-2025,Karnataka,Mysore,571314,2,0,0
02-09-2025,Karnataka,Mysore,571617,1,0,0
02-09-2025,Karnataka,Mysuru,570007,1,0,0
02-09-2025,Karnataka,Mysuru,570008,3,0,0
02-09-2025,Karnataka,Mysuru,570015,1,0,0
02-09-2025,Karnataka,Mysuru,570018,1,0,0
02-09-2025,Karnataka,Mysuru,570019,4,1,0
02-09-2025,Karnataka,Mysuru,570024,1,0,0
02-09-2025,Karnataka,Mysuru,571122,1,0,0
02-09-2025,Karnataka,Mysuru,571125,1,0,0
02-09-2025,Karnataka,Mysuru,571129,1,0,0
02-09-2025,Karnataka,Mysuru,571130,1,0,0
02-09-2025,Karnataka,Mysuru,571601,1,0,0
02-09-2025,Karnataka,Raichur,584103,2,0,0
02-09-2025,Karnataka,Raichur,584111,18,2,0
02-09-2025,Karnataka,Raichur,584123,0,2,0
02-09-2025,Karnataka,Raichur,584133,2,1,0
02-09-2025,Karnataka,Raichur,584136,1,0,0
02-09-2025,Karnataka,Ramanagar,562112,3,1,0
02-09-2025,Karnataka,Ramanagar,562128,0,1,0
02-09-2025,Karnataka,Shimoga,577201,0,1,0
02-09-2025,Karnataka,Shimoga,577418,0,1,0
02-09-2025,Karnataka,Shimoga,577423,2,1,0
02-09-2025,Karnataka,Shivamogga,577202,5,0,0
02-09-2025,Karnataka,Shivamogga,577214,2,0,0
02-09-2025,Karnataka,Shivamogga,577413,0,1,0
02-09-2025,Karnataka,Shivamogga,577416,1,0,0
02-09-2025,Karnataka,Shivamogga,577426,1,0,0
02-09-2025,Karnataka,Shivamogga,577429,2,0,0
02-09-2025,Karnataka,Tumakuru,572118,1,0,0
02-09-2025,Karnataka,Tumakuru,572120,3,0,1
02-09-2025,Karnataka,Tumakuru,572129,1,0,0
02-09-2025,Karnataka,Tumakuru,572175,1,0,0
02-09-2025,Karnataka,Tumakuru,572222,1,0,0
02-09-2025,Karnataka,Tumakuru,572228,1,0,0
02-09-2025,Karnataka,Tumkur,572117,1,0,0
02-09-2025,Karnataka,Tumkur,572118,1,0,0
02-09-2025,Karnataka,Tumkur,572124,0,1,0
02-09-2025,Karnataka,Tumkur,572137,4,0,0
02-09-2025,Karnataka,Tumkur,572216,1,0,0
02-09-2025,Karnataka,Udupi,574105,2,1,0
02-09-2025,Karnataka,Udupi,574106,4,0,0
02-09-2025,Karnataka,Udupi,574114,3,0,0
02-09-2025,Karnataka,Udupi,576102,1,0,0
02-09-2025,Karnataka,Udupi,576108,2,0,0
02-09-2025,Karnataka,Udupi,576113,1,0,0
02-09-2025,Karnataka,Udupi,576210,2,0,0
02-09-2025,Karnataka,Udupi,576211,3,1,0
02-09-2025,Karnataka,Udupi,576215,1,0,0
02-09-2025,Karnataka,Udupi,576217,1,0,0
02-09-2025,Karnataka,Udupi,576229,2,0,0
02-09-2025,Karnataka,Udupi,576283,2,0,0
02-09-2025,Karnataka,"Uttara Kannada",581336,1,0,0
02-09-2025,Karnataka,"Uttara Kannada",581349,2,0,0
02-09-2025,Karnataka,"Uttara Kannada",581350,1,0,0
02-09-2025,Karnataka,"Uttara Kannada",581353,2,0,0
02-09-2025,Karnataka,"Uttara Kannada",581362,1,0,0
02-09-2025,Karnataka,"Uttara Kannada",581365,1,0,0
02-09-2025,Karnataka,Vijayanagara,583126,2,0,0
02-09-2025,Karnataka,Vijayanagara,583135,0,2,0
02-09-2025,Karnataka,Vijayanagara,583136,1,0,0
02-09-2025,Karnataka,Vijayanagara,583222,3,1,0
02-09-2025,Karnataka,Vijayapura,586128,5,2,0
02-09-2025,Karnataka,Vijayapura,586203,4,2,2
02-09-2025,Karnataka,Vijayapura,586206,1,0,1
02-09-2025,Karnataka,Vijayapura,586212,3,0,0
02-09-2025,Karnataka,Vijayapura,586214,1,0,0
02-09-2025,Karnataka,Vijayapura,586216,4,0,0
02-09-2025,Karnataka,Vijayapura,586245,4,2,0
02-09-2025,Karnataka,Yadgir,585202,4,1,0
02-09-2025,Karnataka,Yadgir,585223,8,3,0
02-09-2025,Karnataka,yadgir,585224,2,0,0
05-09-2025,Karnataka,Bagalkot,587117,4,0,0
05-09-2025,Karnataka,Bagalkot,587201,1,0,0
05-09-2025,Karnataka,Bagalkot,587313,2,0,0
05-09-2025,Karnataka,Bangalore,560039,1,0,0
05-09-2025,Karnataka,Bangalore,560045,0,1,0
05-09-2025,Karnataka,Bangalore,560068,3,0,0
05-09-2025,Karnataka,Bangalore,560070,1,0,0
05-09-2025,Karnataka,Bangalore,560089,1,0,0
05-09-2025,Karnataka,Bangalore,562107,2,0,0
05-09-2025,Karnataka,"Bangalore Rural",562114,1,0,0
05-09-2025,Karnataka,"Bangalore Rural",562129,1,0,0
05-09-2025,Karnataka,Belagavi,590003,2,0,0
05-09-2025,Karnataka,Belagavi,591213,1,0,0
05-09-2025,Karnataka,Belgaum,590003,2,0,0
05-09-2025,Karnataka,Belgaum,591213,1,0,0
05-09-2025,Karnataka,Belgaum,591242,0,1,0
05-09-2025,Karnataka,Belgaum,591248,3,0,0
05-09-2025,Karnataka,Belgaum,591304,4,0,0
05-09-2025,Karnataka,Bengaluru,560021,1,0,0
05-09-2025,Karnataka,Bengaluru,560036,0,1,1
05-09-2025,Karnataka,Bengaluru,560040,1,1,0
05-09-2025,Karnataka,Bengaluru,560048,5,1,1
05-09-2025,Karnataka,Bengaluru,560068,2,0,0
05-09-2025,Karnataka,Bengaluru,560077,3,0,0
05-09-2025,Karnataka,Bengaluru,560115,0,1,0
05-09-2025,Karnataka,Bengaluru,562106,2,0,0
05-09-2025,Karnataka,Bidar,585403,0,1,0
05-09-2025,Karnataka,Bijapur,586214,0,1,0
05-09-2025,Karnataka,Bijapur,586215,1,0,0
05-09-2025,Karnataka,Chitradurga,577522,1,0,0
05-09-2025,Karnataka,"Dakshina Kannada",575014,0,1,0
05-09-2025,Karnataka,Davangere,577004,2,3,0
05-09-2025,Karnataka,Davangere,577005,1,0,0
05-09-2025,Karnataka,Dharwad,580112,1,0,0
05-09-2025,Karnataka,Gulbarga,585236,1,0,0
05-09-2025,Karnataka,Haveri,581106,1,0,0
05-09-2025,Karnataka,Haveri,581126,1,0,0
05-09-2025,Karnataka,Kalaburagi,585212,1,0,0
05-09-2025,Karnataka,Kalaburagi,585228,1,0,0
05-09-2025,Karnataka,Kalaburagi,585313,0,1,0
05-09-2025,Karnataka,Kolar,563116,1,0,0
05-09-2025,Karnataka,Koppal,583228,1,0,0
05-09-2025,Karnataka,Koppal,583277,1,0,0
05-09-2025,Karnataka,Koppal,583280,1,0,0
05-09-2025,Karnataka,Mysore,571116,4,1,0
05-09-2025,Karnataka,Mysuru,570014,1,0,0
05-09-2025,Karnataka,Mysuru,571311,1,0,0
05-09-2025,Karnataka,Ramanagar,562120,1,0,0
05-09-2025,Karnataka,Tumkur,572104,1,0,0
05-09-2025,Karnataka,Tumkur,572141,0,1,0
05-09-2025,Karnataka,"Uttara Kannada",581315,1,0,0
05-09-2025,Karnataka,"Uttara Kannada",581329,1,0,0
05-09-2025,Karnataka,Vijayanagara,583136,1,0,0
05-09-2025,Karnataka,Vijayapura,586103,1,0,0
05-09-2025,Karnataka,Vijayapura,586129,0,1,0
06-09-2025,Karnataka,Bagalkot,587101,0,1,0
06-09-2025,Karnataka,Bagalkot,587115,5,0,0
06-09-2025,Karnataka,Bagalkot,587119,2,1,0
06-09-2025,Karnataka,Bagalkot,587122,3,2,0
06-09-2025,Karnataka,Bagalkot,587155,2,1,0
06-09-2025,Karnataka,Bagalkot,587201,5,1,0
06-09-2025,Karnataka,Bagalkot,587203,4,1,0
06-09-2025,Karnataka,Bagalkot,587206,2,4,0
06-09-2025,Karnataka,Bagalkot,587312,1,0,0
06-09-2025,Karnataka,Bagalkot,587330,4,1,0
06-09-2025,Karnataka,Ballari,583115,2,0,0
06-09-2025,Karnataka,Ballari,583117,1,0,0
06-09-2025,Karnataka,Ballari,583123,1,1,0
06-09-2025,Karnataka,Ballari,583124,1,0,0
06-09-2025,Karnataka,Ballari,583128,4,1,0
06-09-2025,Karnataka,Ballari,583129,2,0,0
06-09-2025,Karnataka,Ballari,583201,2,0,0
06-09-2025,Karnataka,Bangalore,560017,2,0,0
06-09-2025,Karnataka,Bangalore,560018,1,1,0
06-09-2025,Karnataka,Bangalore,560049,2,0,0
06-09-2025,Karnataka,Bangalore,560060,0,1,0
06-09-2025,Karnataka,Bangalore,560068,1,0,0
06-09-2025,Karnataka,Bangalore,560079,4,0,0
06-09-2025,Karnataka,Bangalore,560092,1,0,0
06-09-2025,Karnataka,Bangalore,562123,2,0,0
06-09-2025,Karnataka,Bangalore,562149,1,0,0
06-09-2025,Karnataka,"Bangalore Rural",560049,3,1,0
06-09-2025,Karnataka,"Bangalore Rural",562123,2,0,0
06-09-2025,Karnataka,Belagavi,590006,1,1,0
06-09-2025,Karnataka,Belagavi,590010,3,0,0
06-09-2025,Karnataka,Belagavi,591101,2,0,0
06-09-2025,Karnataka,Belagavi,591103,2,0,0
06-09-2025,Karnataka,Belagavi,591111,1,0,0
06-09-2025,Karnataka,Belagavi,591112,2,0,0
06-09-2025,Karnataka,Belagavi,591117,1,0,0
06-09-2025,Karnataka,Belagavi,591225,1,0,0
06-09-2025,Karnataka,Belagavi,591227,0,1,0
06-09-2025,Karnataka,Belagavi,591228,1,0,0
06-09-2025,Karnataka,Belagavi,591230,1,0,0
06-09-2025,Karnataka,Belagavi,591301,1,0,0
06-09-2025,Karnataka,Belagavi,591302,1,0,0
06-09-2025,Karnataka,Belagavi,591307,4,2,0
06-09-2025,Karnataka,Belgaum,590016,3,0,0
06-09-2025,Karnataka,Belgaum,591117,3,0,0
06-09-2025,Karnataka,Belgaum,591124,0,1,0
06-09-2025,Karnataka,Belgaum,591147,1,0,0
06-09-2025,Karnataka,Belgaum,591213,1,0,0
06-09-2025,Karnataka,Belgaum,591216,1,0,0
06-09-2025,Karnataka,Belgaum,591228,3,1,0
06-09-2025,Karnataka,Belgaum,591301,1,1,0
06-09-2025,Karnataka,Bellary,583115,3,0,0
06-09-2025,Karnataka,Bellary,583117,1,0,0
06-09-2025,Karnataka,Bellary,583122,2,0,0
06-09-2025,Karnataka,Bellary,583126,2,0,0
06-09-2025,Karnataka,Bellary,583128,4,2,0
06-09-2025,Karnataka,Bellary,583129,1,1,0
06-09-2025,Karnataka,Bellary,583214,2,0,0
06-09-2025,Karnataka,Bellary,583222,3,0,0
06-09-2025,Karnataka,Bengaluru,560002,2,0,0
06-09-2025,Karnataka,Bengaluru,560034,0,1,0
06-09-2025,Karnataka,Bengaluru,560040,3,0,0
06-09-2025,Karnataka,Bengaluru,560045,7,1,0
06-09-2025,Karnataka,Bengaluru,560056,2,0,0
06-09-2025,Karnataka,Bengaluru,560058,2,0,0
06-09-2025,Karnataka,Bengaluru,560060,3,3,0
06-09-2025,Karnataka,Bengaluru,560067,8,2,2
06-09-2025,Karnataka,Bengaluru,560070,2,0,0
06-09-2025,Karnataka,Bengaluru,560076,3,4,2
06-09-2025,Karnataka,Bengaluru,560082,1,0,0
06-09-2025,Karnataka,Bengaluru,560083,6,1,0
06-09-2025,Karnataka,Bengaluru,560084,0,0,1
06-09-2025,Karnataka,Bengaluru,560094,3,1,0
06-09-2025,Karnataka,Bengaluru,560109,0,1,0
06-09-2025,Karnataka,Bengaluru,562125,1,0,0
06-09-2025,Karnataka,Bidar,585413,2,0,0
06-09-2025,Karnataka,Bidar,585417,0,1,0
06-09-2025,Karnataka,Bijapur,586101,4,0,0
06-09-2025,Karnataka,Bijapur,586209,1,0,0
06-09-2025,Karnataka,Bijapur,586245,1,0,0
06-09-2025,Karnataka,Chamrajanagar,571111,3,0,0
06-09-2025,Karnataka,Chamrajanagar,571117,1,0,0
06-09-2025,Karnataka,Chamrajanagar,571127,4,0,0
06-09-2025,Karnataka,Chamrajanagar,571316,1,0,0
06-09-2025,Karnataka,Chamrajnagar,571111,1,0,0
06-09-2025,Karnataka,Chamrajnagar,571313,1,0,0
06-09-2025,Karnataka,Chamrajnagar,571439,1,0,0
06-09-2025,Karnataka,Chickmagalur,577228,1,0,0
06-09-2025,Karnataka,Chickmagalur,577550,1,0,0
06-09-2025,Karnataka,Chikkaballapur,561206,2,0,0
06-09-2025,Karnataka,Chikkaballapur,561207,2,0,0
06-09-2025,Karnataka,Chikkaballapur,562101,2,1,0
06-09-2025,Karnataka,Chikkaballapur,563128,1,1,0
06-09-2025,Karnataka,Chikkamagaluru,577101,3,1,0
06-09-2025,Karnataka,Chikkamagaluru,577111,2,0,0
06-09-2025,Karnataka,Chikkamagaluru,577548,1,0,0
06-09-2025,Karnataka,Chitradurga,577597,1,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574197,4,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574201,0,1,0
06-09-2025,Karnataka,"Dakshina Kannada",574218,1,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574219,2,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574229,1,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574232,0,0,1
06-09-2025,Karnataka,"Dakshina Kannada",574265,1,0,0
06-09-2025,Karnataka,"Dakshina Kannada",574324,1,0,0
06-09-2025,Karnataka,"Dakshina Kannada",575028,1,0,0
06-09-2025,Karnataka,Davanagere,577551,1,0,0
06-09-2025,Karnataka,Davangere,577218,1,1,0
06-09-2025,Karnataka,Davangere,577221,2,0,1
06-09-2025,Karnataka,Davangere,577544,1,0,0
06-09-2025,Karnataka,Dharwad,580032,0,1,0
06-09-2025,Karnataka,Dharwad,580114,3,0,0
06-09-2025,Karnataka,Dharwad,580118,3,0,0
06-09-2025,Karnataka,Gadag,582101,2,1,0
06-09-2025,Karnataka,Gadag,582115,4,0,0
06-09-2025,Karnataka,Gadag,582118,2,1,0
06-09-2025,Karnataka,Gadag,582207,3,0,0
06-09-2025,Karnataka,"Gadag *",582101,2,0,0
06-09-2025,Karnataka,"Gadag *",582118,1,0,0
06-09-2025,Karnataka,Gulbarga,585211,5,0,0
06-09-2025,Karnataka,Gulbarga,585214,2,1,0
06-09-2025,Karnataka,Gulbarga,585228,2,1,0
06-09-2025,Karnataka,Gulbarga,585317,0,1,0
06-09-2025,Karnataka,Hasan,573118,1,0,0
06-09-2025,Karnataka,Hasan,573122,1,0,0
06-09-2025,Karnataka,Hassan,573113,1,0,0
06-09-2025,Karnataka,Hassan,573201,2,0,0
06-09-2025,Karnataka,Hassan,573211,1,0,0
06-09-2025,Karnataka,Haveri,581102,1,0,0
06-09-2025,Karnataka,Haveri,581104,6,0,0
06-09-2025,Karnataka,Haveri,581112,1,0,0
06-09-2025,Karnataka,Haveri,581148,4,0,0
06-09-2025,Karnataka,Haveri,581202,3,0,0
06-09-2025,Karnataka,Haveri,581213,2,0,0
06-09-2025,Karnataka,"Haveri *",581111,1,0,0
06-09-2025,Karnataka,Kalaburagi,585103,9,2,0
06-09-2025,Karnataka,Kalaburagi,585311,2,0,0
06-09-2025,Karnataka,Kalaburagi,585318,1,2,0
06-09-2025,Karnataka,Kalaburagi,585322,1,0,0
06-09-2025,Karnataka,Kodagu,571212,2,0,0
06-09-2025,Karnataka,Kolar,563121,2,0,0
06-09-2025,Karnataka,Kolar,563127,2,0,0
06-09-2025,Karnataka,Kolar,563130,8,0,0
06-09-2025,Karnataka,Koppal,583277,1,3,0
06-09-2025,Karnataka,Koppal,583280,1,0,0
06-09-2025,Karnataka,Mandya,571606,1,0,0
06-09-2025,Karnataka,Mysore,570016,1,0,0
06-09-2025,Karnataka,Mysore,571103,1,0,0
06-09-2025,Karnataka,Mysore,571104,0,1,0
06-09-2025,Karnataka,Mysore,571107,1,0,0
06-09-2025,Karnataka,Mysore,571110,2,0,0
06-09-2025,Karnataka,Mysore,571118,1,0,0
06-09-2025,Karnataka,Mysore,571119,1,0,0
06-09-2025,Karnataka,Mysore,571302,1,0,0
06-09-2025,Karnataka,Mysore,571314,1,0,0
06-09-2025,Karnataka,Mysore,571601,1,0,0
06-09-2025,Karnataka,Mysore,571604,1,0,0
06-09-2025,Karnataka,Mysuru,570026,3,0,0
06-09-2025,Karnataka,Mysuru,570028,1,0,0
06-09-2025,Karnataka,Mysuru,571107,2,0,0
06-09-2025,Karnataka,Mysuru,571311,0,1,0
06-09-2025,Karnataka,Mysuru,571602,3,0,0
06-09-2025,Karnataka,Mysuru,571604,2,0,0
06-09-2025,Karnataka,Ramanagar,562138,2,0,0
06-09-2025,Karnataka,Shimoga,577222,1,0,0
06-09-2025,Karnataka,Shimoga,577412,2,0,0
06-09-2025,Karnataka,Shimoga,577418,1,0,0
06-09-2025,Karnataka,Shimoga,577424,1,0,0
06-09-2025,Karnataka,Shimoga,577447,1,0,0
06-09-2025,Karnataka,Shimoga,577450,1,0,0
06-09-2025,Karnataka,Shivamogga,577201,1,0,0
06-09-2025,Karnataka,Shivamogga,577205,1,2,0
06-09-2025,Karnataka,Shivamogga,577225,1,0,0
06-09-2025,Karnataka,Shivamogga,577301,1,0,0
06-09-2025,Karnataka,Shivamogga,577401,1,0,0
06-09-2025,Karnataka,Shivamogga,577415,1,0,0
06-09-2025,Karnataka,Shivamogga,577421,0,1,0
06-09-2025,Karnataka,Shivamogga,577434,0,1,0
06-09-2025,Karnataka,Tumakuru,572101,1,1,0
06-09-2025,Karnataka,Tumakuru,572130,1,0,0
06-09-2025,Karnataka,Tumakuru,572137,1,0,0
06-09-2025,Karnataka,Tumakuru,572142,1,0,0
06-09-2025,Karnataka,Tumkur,572106,1,0,0
06-09-2025,Karnataka,Tumkur,572214,1,0,0
06-09-2025,Karnataka,Udupi,574104,1,0,0
06-09-2025,Karnataka,Udupi,576101,1,1,0
06-09-2025,Karnataka,Udupi,576117,3,0,0
06-09-2025,Karnataka,Udupi,576215,1,0,0
Date,State,District,Pincode,Age_0_5,Age_5_17,Age_18_greater
01-09-2025,"Andhra Pradesh",Krishna,521215,3,2,0
01-09-2025,"Andhra Pradesh",Krishna,521235,3,0,0
01-09-2025,"Andhra Pradesh",Krishna,521263,1,0,0
01-09-2025,"Andhra Pradesh",Krishna,521301,3,1,0
01-09-2025,"Andhra Pradesh",Krishna,521332,1,0,0
01-09-2025,"Andhra Pradesh",Krishna,521333,2,0,0
01-09-2025,"Andhra Pradesh",Krishna,521457,1,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518124,1,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518135,1,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518166,1,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518176,0,1,0
01-09-2025,"Andhra Pradesh",Kurnool,518221,4,3,0
01-09-2025,"Andhra Pradesh",Kurnool,518222,2,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518343,2,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518346,3,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518350,8,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518422,3,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518463,1,0,0
01-09-2025,"Andhra Pradesh",Kurnool,518465,6,1,0
01-09-2025,"Andhra Pradesh",Kurnool,518466,6,0,0
01-09-2025,"Andhra Pradesh","Mahabub Nagar",509360,3,1,0
01-09-2025,"Andhra Pradesh",Mahbubnagar,509104,2,1,0
01-09-2025,"Andhra Pradesh",Mahbubnagar,509208,1,0,0
01-09-2025,"Andhra Pradesh",Mahbubnagar,509338,1,0,0
01-09-2025,"Andhra Pradesh",Mahbubnagar,509411,1,0,0
01-09-2025,"Andhra Pradesh",Medak,502032,2,0,0
01-09-2025,"Andhra Pradesh",Medak,502291,3,0,0
01-09-2025,"Andhra Pradesh",Medak,502375,0,1,0
01-09-2025,"Andhra Pradesh","N. T. R",520012,1,0,0
01-09-2025,"Andhra Pradesh","N. T. R",521183,1,0,0
01-09-2025,"Andhra Pradesh","N. T. R",521230,3,0,0
01-09-2025,"Andhra Pradesh","N. T. R",521235,1,0,0
01-09-2025,"Andhra Pradesh",Nalgonda,508115,1,0,0
01-09-2025,"Andhra Pradesh",Nandyal,518221,1,0,0
01-09-2025,"Andhra Pradesh",Nandyal,518502,1,0,0
01-09-2025,"Andhra Pradesh",Nandyal,518563,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524134,0,1,0
01-09-2025,"Andhra Pradesh",Nellore,524142,6,0,0
01-09-2025,"Andhra Pradesh",Nellore,524218,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524221,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524240,2,1,0
01-09-2025,"Andhra Pradesh",Nellore,524309,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524315,3,0,0
01-09-2025,"Andhra Pradesh",Nellore,524343,3,0,0
01-09-2025,"Andhra Pradesh",Nellore,524366,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524405,2,0,0
01-09-2025,"Andhra Pradesh",Nellore,524406,1,0,0
01-09-2025,"Andhra Pradesh",Nellore,524412,2,0,0
01-09-2025,"Andhra Pradesh",Palnadu,522408,1,0,0
01-09-2025,"Andhra Pradesh",Palnadu,522415,2,0,0
01-09-2025,"Andhra Pradesh",Palnadu,522611,2,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523105,2,1,0
01-09-2025,"Andhra Pradesh",Prakasam,523108,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523111,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523116,2,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523211,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523225,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523240,6,2,0
01-09-2025,"Andhra Pradesh",Prakasam,523246,0,1,0
01-09-2025,"Andhra Pradesh",Prakasam,523252,2,1,0
01-09-2025,"Andhra Pradesh",Prakasam,523327,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523367,1,0,0
01-09-2025,"Andhra Pradesh",Prakasam,523371,3,2,0
01-09-2025,"Andhra Pradesh",Prakasam,523372,1,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,500047,1,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,500076,2,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,500092,0,1,0
01-09-2025,"Andhra Pradesh",Rangareddi,501142,1,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,501359,1,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,501503,3,0,0
01-09-2025,"Andhra Pradesh",Rangareddi,509337,2,1,0
01-09-2025,"Andhra Pradesh","Sri Potti Sriramulu Nellore",523115,1,0,0
01-09-2025,"Andhra Pradesh","Sri Potti Sriramulu Nellore",524142,0,11,3
01-09-2025,"Andhra Pradesh","Sri Potti Sriramulu Nellore",524313,0,2,2
01-09-2025,"Andhra Pradesh","Sri Sathya Sai",515341,1,0,0
01-09-2025,"Andhra Pradesh","Sri Sathya Sai",515501,3,0,0
01-09-2025,"Andhra Pradesh","Sri Sathya Sai",515671,2,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532123,1,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532213,3,1,0
01-09-2025,"Andhra Pradesh",Srikakulam,532219,1,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532221,2,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532242,2,1,0
01-09-2025,"Andhra Pradesh",Srikakulam,532407,4,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532427,1,0,0
01-09-2025,"Andhra Pradesh",Srikakulam,532432,1,0,0
01-09-2025,"Andhra Pradesh",Tirupati,517507,3,0,0
01-09-2025,"Andhra Pradesh",Tirupati,517571,1,0,0
01-09-2025,"Andhra Pradesh",Tirupati,524121,1,0,0
01-09-2025,"Andhra Pradesh",Visakhapatnam,530001,2,0,1
01-09-2025,"Andhra Pradesh",Visakhapatnam,530011,5,0,0
01-09-2025,"Andhra Pradesh",Visakhapatnam,530022,2,0,0
01-09-2025,"Andhra Pradesh",Visakhapatnam,531024,2,0,0
01-09-2025,"Andhra Pradesh",Visakhapatnam,531030,2,0,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535005,1,0,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535126,1,1,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535128,2,0,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535216,3,0,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535534,1,0,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535591,0,1,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535592,2,1,0
01-09-2025,"Andhra Pradesh",Vizianagaram,535593,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506001,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506101,1,2,0
01-09-2025,"Andhra Pradesh",Warangal,506112,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506132,1,1,0
01-09-2025,"Andhra Pradesh",Warangal,506134,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506332,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506348,1,0,0
01-09-2025,"Andhra Pradesh",Warangal,506381,1,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534002,3,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534004,1,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534165,1,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534186,2,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534195,1,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534199,2,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534201,5,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534204,2,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534209,0,1,0
01-09-2025,"Andhra Pradesh","West Godavari",534211,2,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534225,1,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534281,3,0,0
01-09-2025,"Andhra Pradesh","West Godavari",534301,3,1,0
01-09-2025,"Andhra Pradesh","West Godavari",534305,1,0,0
